"","x"
"11271","is"
"11272","PANTYFEDWEN"
"11273","cy"
"11274","LANGLAND"
"11275","en"
"11276","de"
"11277","no"
"11278","GWYRDDION"
"11279","cy"
"11280","WATERHALL"
"11281","en"
"11282","BAGNALL"
"11283","it"
"11284","LANHYDROCK"
"11285","cy"
"11286","BRYNMAWR"
"11287","cy"
"11288","LAUREATE"
"11289","en"
"11290","it"
"11291","sr"
"11292","BWTRIMAWR"
"11293","cy"
"11294","LAYTONIA"
"11295","war"
"11296","GITTO"
"11297","it"
"11298","LEAMINGTON"
"11299","en"
"11300","PUW"
"11301","cy"
"11302","LEVEN"
"11303","en"
"11304","es"
"11305","nl"
"11306","LAURA"
"11307","en"
"11308","es"
"11309","pt"
"11310","RICHARD"
"11311","en"
"11312","pt"
"11313","fr"
"11314","LILY"
"11315","en"
"11316","fr"
"11317","nl"
"11318","TYISHA"
"11319","sn"
"11320","LIMESLADE"
"11321","es"
"11322","PARC-Y-DELYN"
"11323","cy"
"11324","en"
"11325","fr"
"11326","SANATORIUM"
"11327","en"
"11328","fr"
"11329","de"
"11330","PARCYRHUN"
"11331","id"
"11332","LINGHOLM"
"11333","sv"
"11334","EYNON"
"11335","vo"
"11336","LIONEL"
"11337","en"
"11338","pt"
"11339","fr"
"11340","HALL"
"11341","en"
"11342","es"
"11343","pt"
"11344","LITTLETON"
"11345","en"
"11346","PENPARC"
"11347","cy"
"11348","LLANBRADACH"
"11349","cy"
"11350","DOLBORTH"
"11351","en"
"11352","BIGYN"
"11353","cy"
"11354","LLANDEGFEDD"
"11355","cy"
"11356","PENPARCAU"
"11357","cy"
"11358","WENTLOOG"
"11359","xh"
"11360","PENYBEDD"
"11361","hu"
"11362","LLANDINAM"
"11363","cy"
"11364","PENYMORFA"
"11365","id"
"11366","PLASCRUG"
"11367","no"
"11368","CREST"
"11369","en"
"11370","ca"
"11371","cy"
"11372","LLANGWM"
"11373","cy"
"11374","POPLYS"
"11375","da"
"11376","cy"
"11377","PENYWERN"
"11378","id"
"11379","LLANINA"
"11380","cy"
"11381","POWEL"
"11382","cy"
"11383","PINWYDD"
"11384","cy"
"11385","LLANTWIT"
"11386","cy"
"11387","RHOSMARI"
"11388","cy"
"11389","PINEWOOD"
"11390","en"
"11391","LOMOND"
"11392","en"
"11393","ca"
"11394","WESTGATE"
"11395","rm"
"11396","LONGCROSS"
"11397","nl"
"11398","DAU"
"11399","sr"
"11400","ca"
"11401","cy"
"11402","PENWERN"
"11403","cy"
"11404","LONGREACH"
"11405","ga"
"11406","CRWYNWR"
"11407","cy"
"11408","FFOREST"
"11409","cy"
"11410","LONGSPEARS"
"11411","en"
"11412","THESPIS"
"11413","en"
"11414","PONDSIDE"
"11415","en"
"11416","LONSDALE"
"11417","ny"
"11418","TRI"
"11419","pt"
"11420","fr"
"11421","sl"
"11422","PANTYBLODAU"
"11423","cy"
"11424","UNDOD"
"11425","cy"
"11426","WHARTON"
"11427","en"
"11428","pl"
"11429","eu"
"11430","FFINNANT"
"11431","cy"
"11432","FUDDUG"
"11433","cy"
"11434","QUEENSWAY"
"11435","RHANDIRFELIN"
"11436","ts"
"11437","WHITCHURCH"
"11438","en"
"11439","TUN"
"11440","en"
"11441","de"
"11442","tr"
"11443","LOWFIELD"
"11444","en"
"11445","RHOSLAS"
"11446","cy"
"11447","LUNDY"
"11448","ga"
"11449","gd"
"11450","RHOSDEG"
"11451","cy"
"11452","LYNCH"
"11453","en"
"11454","nl"
"11455","pl"
"11456","RHOSYDERI"
"11457","cy"
"11458","LYNMOUTH"
"11459","ht"
"11460","RHYDYFRO"
"11461","cy"
"11462","LYON"
"11463","en"
"11464","fr"
"11465","de"
"11466","RHYD-Y-GORS"
"11467","cy"
"11468","nl"
"11469","pl"
"11470","MABERLY"
"11471","en"
"11472","RHYDYFFYNNON"
"11473","cy"
"11474","MAERDY"
"11475","cy"
"11476","RHYDYRAFON"
"11477","cy"
"11478","WESTWINDS"
"11479","de"
"11480","FFATRI"
"11481","cy"
"11482","RHODFA-GLYNDWR"
"11483","cy"
"11484","SPRINGFIELDS"
"11485","da"
"11486","MAGNOLIA"
"11487","en"
"11488","es"
"11489","fr"
"11490","APPROACH"
"11491","en"
"11492","sv"
"11493","da"
"11494","ARAD"
"11495","en"
"11496","es"
"11497","pt"
"11498","MALLARD"
"11499","en"
"11500","ga"
"11501","SUNNYHILL"
"11502","no"
"11503","MALPAS"
"11504","gd"
"11505","cy"
"11506","SWN-Y-MOR"
"11507","es"
"11508","pt"
"11509","pl"
"11510","MANITOBA"
"11511","en"
"11512","fr"
"11513","de"
"11514","MANSFIELD"
"11515","en"
"11516","pl"
"11517","ga"
"11518","TALYCLUN"
"11519","tk"
"11520","MARCHWOOD"
"11521","en"
"11522","STEFFAN)"
"11523","nl"
"11524","da"
"11525","cy"
"11526","TALYWERN"
"11527","cy"
"11528","MARIONVILLE"
"11529","et"
"11530","MARK"
"11531","en"
"11532","pt"
"11533","fr"
"11534","TANERDY"
"11535","cy"
"11536","TANYFAN"
"11537","MARSHALL"
"11538","en"
"11539","es"
"11540","pt"
"11541","TANYRHODYN"
"11542","cy"
"11543","MATHIAS"
"11544","en"
"11545","FAN"
"11546","en"
"11547","pt"
"11548","fr"
"11549","MAXWELL"
"11550","en"
"11551","es"
"11552","pt"
"11553","TAWELAN"
"11554","cy"
"11555","MAYHILL"
"11556","tlh"
"11557","TEGFYNYDD"
"11558","cy"
"11559","MEADOWLARK"
"11560","en"
"11561","ASHES"
"11562","en"
"11563","MEREDITH"
"11564","ms"
"11565","LACQUES"
"11566","en"
"11567","MILLBROOK"
"11568","en"
"11569","NURSERIES"
"11570","en"
"11571","fr"
"11572","MINSMERE"
"11573","et"
"11574","BECCA"
"11575","fr"
"11576","it"
"11577","da"
"11578","MITERDALE"
"11579","no"
"11580","TIR-OWEN"
"11581","fr"
"11582","ca"
"11583","da"
"11584","MONMOUTH"
"11585","en"
"11586","TIRFORGAN"
"11587","en"
"11588","TIRGOF"
"11589","lv"
"11590","MOUNTBATTEN"
"11591","en"
"11592","pl"
"11593","TIRPRYS"
"11594","lt"
"11595","MYLO-GRIFFITHS"
"11596","nl"
"11597","ga"
"11598","gd"
"11599","TIRWAUN"
"11600","cy"
"11601","TIRYNYS"
"11602","tk"
"11603","NESTA"
"11604","pt"
"11605","TRENEL"
"11606","pt"
"11607","BUAN"
"11608","ga"
"11609","gd"
"11610","cy"
"11611","TREETOPS"
"11612","en"
"11613","et"
"11614","NEYLAND"
"11615","az"
"11616","TREFORIS"
"11617","cy"
"11618","NORA"
"11619","en"
"11620","pt"
"11621","fr"
"11622","TREM-Y-BEDOL"
"11623","cy"
"11624","pt"
"11625","pl"
"11626","NORFOLK"
"11627","en"
"11628","es"
"11629","pt"
"11630","TREWERN"
"11631","cy"
"11632","TRILWM"
"11633","cy"
"11634","NOTTINGHAM"
"11635","en"
"11636","pt"
"11637","fr"
"11638","TROED-Y-BRYN"
"11639","cy"
"11640","OAKDENE"
"11641","tk"
"11642","TYRWAUN"
"11643","kha"
"11644","LLANBADARN"
"11645","cy"
"11646","BWT"
"11647","cy"
"11648","DDWFN"
"11649","cy"
"11650","OKEHAMPTON"
"11651","en"
"11652","VAUXHALL"
"11653","pl"
"11654","sv"
"11655","da"
"11656","OREGANO"
"11657","en"
"11658","de"
"11659","nl"
"11660","ALDER"
"11661","no"
"11662","PENCOED"
"11663","cy"
"11664","OSPREY"
"11665","en"
"11666","BURGESS"
"11667","en"
"11668","pl"
"11669","ga"
"11670","OVINGTON"
"11671","en"
"11672","SIDAN"
"11673","sv"
"11674","da"
"11675","no"
"11676","PACE"
"11677","en"
"11678","es"
"11679","it"
"11680","WAUNFARLAIS"
"11681","gd"
"11682","PARKFIELD"
"11683","ro"
"11684","WAUNLANYRAFON"
"11685","sq"
"11686","PARKWALL"
"11687","de"
"11688","DDWYBERTH"
"11689","cy"
"11690","PARRY"
"11691","en"
"11692","pl"
"11693","ga"
"11694","DRIM"
"11695","sr"
"11696","PATCHWAY"
"11697","GOEDLAN"
"11698","cy"
"11699","PEARSON"
"11700","en"
"11701","fr"
"11702","pl"
"11703","MAESYRHAF"
"11704","en"
"11705","PEMBROOK"
"11706","id"
"11707","CAWDOR"
"11708","gd"
"11709","PENDRAW"
"11710","cy"
"11711","MAES-YR-AWEL"
"11712","cy"
"11713","CAERMEDI"
"11714","cy"
"11715","PEILAT"
"11716","en"
"11717","GLOCH"
"11718","cy"
"11719","PENNINE"
"11720","it"
"11721","et"
"11722","LISBURNE"
"11723","da"
"11724","PENTLAND"
"11725","gd"
"11726","BRYNOWEN"
"11727","pl"
"11728","STICLE"
"11729","en"
"11730","GLANMOR"
"11731","cy"
"11732","PENYGARN"
"11733","id"
"11734","LLWYNCYFARTHWCH"
"11735","cy"
"11736","PEPYS"
"11737","en"
"11738","HEDGEROWS"
"11739","en"
"11740","PERSONDY"
"11741","cy"
"11742","LLAINGOTTEN"
"11743","cy"
"11744","PICKWICK"
"11745","en"
"11746","pl"
"11747","eu"
"11748","RAM"
"11749","en"
"11750","pt"
"11751","fr"
"11752","PINEHURST"
"11753","ak"
"11754","LLANSAINT"
"11755","cy"
"11756","PLANET"
"11757","en"
"11758","de"
"11759","tr"
"11760","TREGWYR"
"11761","sq"
"11762","GWERMONT"
"11763","cy"
"11764","POMMERGELLI"
"11765","et"
"11766","PERSON"
"11767","en"
"11768","de"
"11769","pl"
"11770","DEIRIAN"
"11771","no"
"11772","POPPYFIELD"
"11773","en"
"11774","TREHELYG"
"11775","hu"
"11776","PORTFIELD"
"11777","en"
"11778","RHYDODYN"
"11779","cy"
"11780","PORTHKERRY"
"11781","en"
"11782","RHYDWEN"
"11783","cy"
"11784","PRESTATYN"
"11785","cy"
"11786","RHOSNEWYDD"
"11787","cy"
"11788","PRIMROSE"
"11789","en"
"11790","pl"
"11791","da"
"11792","MAESGWERN"
"11793","cy"
"11794","CRYNFRYN"
"11795","cy"
"11796","RHOSWYN"
"11797","cy"
"11798","PUM"
"11799","es"
"11800","pt"
"11801","pl"
"11802","MAESYWERN"
"11803","de"
"11804","PURCELL"
"11805","en"
"11806","fr"
"11807","nl"
"11808","BARRACK"
"11809","en"
"11810","sv"
"11811","da"
"11812","HOLLT"
"11813","no"
"11814","cy"
"11815","is"
"11816","CREFFTWYR"
"11817","cy"
"11818","QUENTIN"
"11819","pt"
"11820","TYGLYN"
"11821","cy"
"11822","CROPIN"
"11823","cs"
"11824","RAMBLER"
"11825","id"
"11826","RO"
"11827","es"
"11828","pt"
"11829","vi"
"11830","PENLLAIN"
"11831","cy"
"11832","REDWOOD"
"11833","en"
"11834","GAMBIA"
"11835","en"
"11836","es"
"11837","pt"
"11838","REGINA"
"11839","en"
"11840","es"
"11841","pt"
"11842","FRO"
"11843","en"
"11844","da"
"11845","cy"
"11846","TREVENTY"
"11847","en"
"11848","RELF"
"11849","en"
"11850","FFORDD-Y-MOR"
"11851","cy"
"11852","es"
"11853","pt"
"11854","TRAPP"
"11855","no"
"11856","BADDON"
"11857","cy"
"11858","PENLLWYNGWYN"
"11859","cy"
"11860","ROPOS"
"11861","lt"
"11862","RICHS"
"11863","en"
"11864","LOVEDEN"
"11865","da"
"11866","LOGIN"
"11867","en"
"11868","pt"
"11869","de"
"11870","RISCA"
"11871","es"
"11872","pt"
"11873","BOWLS"
"11874","en"
"11875","nl"
"11876","NANTYDD"
"11877","cy"
"11878","ROBIN"
"11879","en"
"11880","pt"
"11881","fr"
"11882","GWYNFAN"
"11883","cy"
"11884","GOI"
"11885","pl"
"11886","sl"
"11887","da"
"11888","RONALD"
"11889","en"
"11890","fr"
"11891","de"
"11892","TRALLWNG"
"11893","cy"
"11894","ROPER"
"11895","en"
"11896","no"
"11897","GODIAN"
"11898","ms"
"11899","ROSEDALE"
"11900","no"
"11901","ROSEMOUNT"
"11902","mfe"
"11903","MAESGLASNANT"
"11904","gd"
"11905","ROSSET"
"11906","nl"
"11907","da"
"11908","ca"
"11909","BRYNGELLI"
"11910","cy"
"11911","RUBY"
"11912","en"
"11913","fr"
"11914","nl"
"11915","CWMOERNANT"
"11916","ia"
"11917","RUSKIN"
"11918","en"
"11919","pl"
"11920","CWMPENGRAIG"
"11921","cy"
"11922","SABLE"
"11923","en"
"11924","es"
"11925","pt"
"11926","PRYS"
"11927","cy"
"11928","GWENYN"
"11929","cy"
"11930","SALMON"
"11931","en"
"11932","et"
"11933","eo"
"11934","LEVEL"
"11935","en"
"11936","de"
"11937","nl"
"11938","SALVIA"
"11939","en"
"11940","es"
"11941","it"
"11942","GLANNAWMOR"
"11943","en"
"11944","BRIGANTINE"
"11945","en"
"11946","fr"
"11947","da"
"11948","SAPPHIRE"
"11949","en"
"11950","SAUNDERSFOOT"
"11951","cy"
"11952","TAFOL"
"11953","cy"
"11954","SHAFTESBURY"
"11955","en"
"11956","ca"
"11957","SHAMROCK"
"11958","en"
"11959","pl"
"11960","LOTWEN"
"11961","de"
"11962","SHEARS"
"11963","en"
"11964","PENALLT"
"11965","cy"
"11966","SHELBURN"
"11967","en"
"11968","PENCRUG"
"11969","id"
"11970","SHERIDAN"
"11971","en"
"11972","pl"
"11973","ga"
"11974","WARNER"
"11975","en"
"11976","nl"
"11977","pl"
"11978","SKELMUIR"
"11979","en"
"11980","LLYSAWEL"
"11981","mt"
"11982","SNIPE"
"11983","en"
"11984","da"
"11985","no"
"11986","POBYDD"
"11987","cs"
"11988","SOBERTON"
"11989","eo"
"11990","DILEN"
"11991","en"
"11992","SOUTHCOURT"
"11993","en"
"11994","BRAGDU"
"11995","fo"
"11996","CAEPONTBREN"
"11997","za"
"11998","SPRINGHURST"
"11999","en"
"12000","BRYNBRAIN"
"12001","is"
"12002","STADIUM"
"12003","en"
"12004","de"
"12005","nl"
"12006","HOMES"
"12007","en"
"12008","es"
"12009","fr"
"12010","STAINES"
"12011","et"
"12012","FECHAN"
"12013","es"
"12014","STEPHENSON"
"12015","en"
"12016","pl"
"12017","ga"
"12018","GWYS"
"12019","cy"
"12020","STONECHAT"
"12021","cs"
"12022","LLAINDELYN"
"12023","cy"
"12024","SUDCROFT"
"12025","sk"
"12026","ROYSTON"
"12027","ga"
"12028","gd"
"12029","LLAINHIR"
"12030","cy"
"12031","SUMNER"
"12032","hr"
"12033","EGWAD"
"12034","hu"
"12035","SUNDEW"
"12036","en"
"12037","FFALD"
"12038","cy"
"12039","SURREY"
"12040","en"
"12041","pl"
"12042","ca"
"12043","SWALLOWHURST"
"12044","en"
"12045","SWELDON"
"12046","en"
"12047","SYCAMORE"
"12048","en"
"12049","NATHANIEL"
"12050","xh"
"12051","SYR"
"12052","en"
"12053","pl"
"12054","sk"
"12055","FFORDD-Y-BLODAU"
"12056","cy"
"12057","WAUNGOCH"
"12058","sw"
"12059","TALYBONT"
"12060","cy"
"12061","DREINOG"
"12062","br"
"12063","TANGLEWOOD"
"12064","tk"
"12065","MYWYN"
"12066","cy"
"12067","TAPLEY"
"12068","kha"
"12069","EMILY"
"12070","en"
"12071","fr"
"12072","nl"
"12073","TAVISTOCK"
"12074","en"
"12075","SWISDIR"
"12076","tk"
"12077","TEDDER"
"12078","en"
"12079","BRIARDALE"
"12080","et"
"12081","NANTRHIBO"
"12082","id"
"12083","ERWTWRCH"
"12084","cy"
"12085","TERN"
"12086","en"
"12087","pl"
"12088","sk"
"12089","THEODORA"
"12090","en"
"12091","de"
"12092","nl"
"12093","SITE"
"12094","en"
"12095","pt"
"12096","fr"
"12097","THISTLE"
"12098","en"
"12099","PONTGOCH"
"12100","cy"
"12101","THREE"
"12102","en"
"12103","BRONALLT"
"12104","cy"
"12105","THRUSH"
"12106","en"
"12107","TINTERN"
"12108","da"
"12109","FFWRNES"
"12110","cy"
"12111","TOFTINGALL"
"12112","fo"
"12113","BRENHINOEDD"
"12114","cy"
"12115","TOPAZ"
"12116","en"
"12117","pt"
"12118","tr"
"12119","GWALLTER"
"12120","cy"
"12121","GLASDWR"
"12122","en"
"12123","COEDMORE"
"12124","cy"
"12125","TRECINON"
"12126","ro"
"12127","ANTHONY"
"12128","en"
"12129","GELLIWERDD"
"12130","cy"
"12131","TREGARON"
"12132","cy"
"12133","GORSWEN"
"12134","na"
"12135","TREHERBERT"
"12136","cy"
"12137","STARLING"
"12138","en"
"12139","TREFENTY"
"12140","cy"
"12141","TRISCOMBE"
"12142","ca"
"12143","GINO"
"12144","en"
"12145","pt"
"12146","fr"
"12147","TULLOCH"
"12148","gd"
"12149","ASHBURNHAM"
"12150","en"
"12151","TURBERVILLE"
"12152","en"
"12153","CAWNEN"
"12154","en"
"12155","TURNHAM"
"12156","nl"
"12157","GLYNCOED"
"12158","cy"
"12159","HENLLAN"
"12160","cy"
"12161","TY-CEFN"
"12162","cy"
"12163","en"
"12164","nl"
"12165","CLARACH"
"12166","cy"
"12167","FORWYN"
"12168","cy"
"12169","TYDFIL"
"12170","cy"
"12171","GWERNANT"
"12172","cy"
"12173","TYLER"
"12174","en"
"12175","fr"
"12176","nl"
"12177","BODAWEN"
"12178","na"
"12179","TYMAWR"
"12180","cy"
"12181","BORTHYN"
"12182","gv"
"12183","CLYWEDOG"
"12184","cy"
"12185","TYRWHITT"
"12186","kha"
"12187","ULLSWATER"
"12188","GWERFIL"
"12189","cy"
"12190","UNIVERSITY"
"12191","en"
"12192","cs"
"12193","gd"
"12194","LLEWENI"
"12195","cy"
"12196","USKLEY"
"12197","no"
"12198","BRONDYFFRYN"
"12199","cy"
"12200","VAENDRE"
"12201","et"
"12202","(PREIFAT)"
"12203","cy"
"12204","ELWERN"
"12205","nr"
"12206","VALARIAN"
"12207","sv"
"12208","ELWY"
"12209","cy"
"12210","VAN"
"12211","en"
"12212","es"
"12213","pt"
"12214","GOBAITH"
"12215","cy"
"12216","VENTNOR"
"12217","en"
"12218","VISHWELL"
"12219","en"
"12220","WALFORD"
"12221","om"
"12222","BRYN-Y-FELIN"
"12223","da"
"12224","cy"
"12225","pl"
"12226","WALNUT"
"12227","en"
"12228","BRYNLLYS"
"12229","gv"
"12230","WALTON"
"12231","en"
"12232","pl"
"12233","ga"
"12234","TEGLA"
"12235","sr"
"12236","no"
"12237","cy"
"12238","WATCHET"
"12239","en"
"12240","GRUFFYDD"
"12241","cy"
"12242","WATERFORD"
"12243","en"
"12244","SEREN"
"12245","de"
"12246","tr"
"12247","pl"
"12248","WATFORD"
"12249","pl"
"12250","ga"
"12251","gd"
"12252","SHON"
"12253","ga"
"12254","cs"
"12255","gd"
"12256","WATTON"
"12257","sl"
"12258","eu"
"12259","GWRYCH"
"12260","cy"
"12261","WAUN-FAWR"
"12262","cy"
"12263","WALKS"
"12264","en"
"12265","nl"
"12266","WAUNTREODA"
"12267","ga"
"12268","BRYNALLT"
"12269","lb"
"12270","PONCEN"
"12271","cy"
"12272","WAVELL"
"12273","mt"
"12274","ABERCONWY"
"12275","cy"
"12276","WEEKES"
"12277","en"
"12278","WELLWRIGHT"
"12279","en"
"12280","MORFUDD"
"12281","cy"
"12282","WELWYN"
"12283","cy"
"12284","CYSGODFA"
"12285","cy"
"12286","DOLYDD"
"12287","cy"
"12288","WERFA"
"12289","is"
"12290","ELGWERN"
"12291","ny"
"12292","WERNGOCH"
"12293","jw"
"12294","ALED"
"12295","cy"
"12296","et"
"12297","WESSEX"
"12298","en"
"12299","fr"
"12300","pl"
"12301","ANWYL"
"12302","cy"
"12303","WESTMORELAND"
"12304","gd"
"12305","no"
"12306","WHARFEDALE"
"12307","mi"
"12308","MELYD"
"12309","cy"
"12310","WHINCHAT"
"12311","en"
"12312","CALEDFRYN"
"12313","cy"
"12314","COLOMENDY"
"12315","cy"
"12316","WHITEFIELD"
"12317","en"
"12318","CUNEDDA"
"12319","cy"
"12320","WHITESANDS"
"12321","en"
"12322","EDERN"
"12323","cy"
"12324","WICKEN"
"12325","de"
"12326","FFRAINC"
"12327","cy"
"12328","WIGMORE"
"12329","nl"
"12330","FFRITH"
"12331","cy"
"12332","WILLITON"
"12333","en"
"12334","GWYNACH"
"12335","cy"
"12336","WINCHESTER"
"12337","en"
"12338","fr"
"12339","de"
"12340","OFFA"
"12341","it"
"12342","ca"
"12343","cy"
"12344","WINDFLOWER"
"12345","en"
"12346","PENRHWYLFA"
"12347","cy"
"12348","WOODCOCK"
"12349","en"
"12350","gd"
"12351","IAL"
"12352","gd"
"12353","eo"
"12354","WOOLACOMBE"
"12355","wo"
"12356","RHUFON"
"12357","cy"
"12358","WOOSNAM"
"12359","kha"
"12360","SIARL"
"12361","cy"
"12362","WREXHAM"
"12363","gd"
"12364","TALARGOCH"
"12365","en"
"12366","WYON"
"12367","en"
"12368","DRAMFFORDD"
"12369","cy"
"12370","FFORDDISA"
"12371","cy"
"12372","YEW"
"12373","en"
"12374","FFORDDLAS"
"12375","cy"
"12376","FFYDDION"
"12377","cy"
"12378","ZINC"
"12379","en"
"12380","es"
"12381","fr"
"12382","BACHE"
"12383","es"
"12384","sl"
"12385","lt"
"12386","ASHWOOD"
"12387","en"
"12388","FOR"
"12389","en"
"12390","pt"
"12391","fr"
"12392","BARBROOK"
"12393","en"
"12394","BEVERLEY"
"12395","en"
"12396","ga"
"12397","gd"
"12398","GLADSTONE"
"12399","en"
"12400","ga"
"12401","sl"
"12402","CILLEFWR"
"12403","cy"
"12404","GWELFRYN"
"12405","cy"
"12406","CENTURION"
"12407","en"
"12408","fr"
"12409","nl"
"12410","CLWYD"
"12411","en"
"12412","ca"
"12413","cy"
"12414","CLEDDAU"
"12415","cy"
"12416","HERMITAGE"
"12417","en"
"12418","nl"
"12419","COEDEN"
"12420","cy"
"12421","HIGHGATE"
"12422","en"
"12423","COLBOURNE"
"12424","en"
"12425","PASS"
"12426","en"
"12427","de"
"12428","nl"
"12429","CONYBEARE"
"12430","hu"
"12431","MENLLI"
"12432","tk"
"12433","CRANMER"
"12434","en"
"12435","MYNACHLOG"
"12436","cy"
"12437","RHUTHUN"
"12438","cy"
"12439","DRUIDSTONE"
"12440","uz"
"12441","ALAFOWLIA"
"12442","en"
"12443","ELMWOOD"
"12444","en"
"12445","GLENSIDE"
"12446","gv"
"12447","SGUBOR"
"12448","cy"
"12449","BEDWEN"
"12450","cy"
"12451","HAILEY"
"12452","da"
"12453","HEDDFAN"
"12454","cy"
"12455","COLOMEN"
"12456","cy"
"12457","COWLYD"
"12458","cy"
"12459","EIRLYS"
"12460","cy"
"12461","FAMMAU"
"12462","gv"
"12463","LLANNERCH"
"12464","lb"
"12465","MIAREN"
"12466","es"
"12467","cy"
"12468","eu"
"12469","HILLFORT"
"12470","en"
"12471","FOUR"
"12472","en"
"12473","fr"
"12474","TREWITHAN"
"12475","gd"
"12476","KENNETH"
"12477","en"
"12478","fr"
"12479","nl"
"12480","GAMOG"
"12481","cy"
"12482","KIRKWALL"
"12483","ha"
"12484","ERWAIN"
"12485","cy"
"12486","LYNWOOD"
"12487","en"
"12488","FRIGATE"
"12489","en"
"12490","sv"
"12491","da"
"12492","MARGAM"
"12493","pt"
"12494","pl"
"12495","lt"
"12496","BRYNLI"
"12497","is"
"12498","MCCALE"
"12499","en"
"12500","MINSTER"
"12501","en"
"12502","CELYNNEN"
"12503","cy"
"12504","CERYS"
"12505","cy"
"12506","PEACH"
"12507","en"
"12508","COPNER"
"12509","war"
"12510","CWYBR"
"12511","cy"
"12512","QUEENSBERRY"
"12513","en"
"12514","TAR"
"12515","en"
"12516","sl"
"12517","pl"
"12518","EGLYN"
"12519","en"
"12520","RETFORD"
"12521","da"
"12522","LELOG"
"12523","cy"
"12524","ROUNDWOOD"
"12525","en"
"12526","PARCWR"
"12527","en"
"12528","SANDPIPER"
"12529","en"
"12530","da"
"12531","no"
"12532","TALIESIN"
"12533","en"
"12534","cy"
"12535","TILSLI"
"12536","no"
"12537","SECOND"
"12538","en"
"12539","fr"
"12540","nl"
"12541","CAENOG"
"12542","cy"
"12543","SHARPE"
"12544","en"
"12545","ga"
"12546","gd"
"12547","CANTABA"
"12548","es"
"12549","SHERWOOD"
"12550","en"
"12551","de"
"12552","pl"
"12553","GLANCOTHI"
"12554","zu"
"12555","FAMAU"
"12556","cy"
"12557","SPENCER'S"
"12558","en"
"12559","GYNNAN"
"12560","cy"
"12561","STUTTGARTER"
"12562","fo"
"12563","BOCED"
"12564","cy"
"12565","GREEK"
"12566","en"
"12567","MAENEFA"
"12568","vo"
"12569","SUMMERAU"
"12570","et"
"12571","MEUGAN"
"12572","en"
"12573","SADWRN"
"12574","cy"
"12575","DARBY"
"12576","en"
"12577","ga"
"12578","gd"
"12579","MARTIN"
"12580","en"
"12581","pt"
"12582","fr"
"12583","ABERGWILI"
"12584","cy"
"12585","GLYD"
"12586","cy"
"12587","ACORN"
"12588","en"
"12589","ABERLASH"
"12590","uz"
"12591","PATRICK"
"12592","en"
"12593","pt"
"12594","fr"
"12595","ADAMSCROFT"
"12596","en"
"12597","GUILDHALL"
"12598","en"
"12599","ga"
"12600","PANTWN"
"12601","en"
"12602","ALLEN"
"12603","en"
"12604","es"
"12605","pt"
"12606","ADULAM"
"12607","pt"
"12608","ca"
"12609","EDITH"
"12610","en"
"12611","de"
"12612","nl"
"12613","ANSTEE"
"12614","gv"
"12615","ESMOR"
"12616","na"
"12617","AQUILLA"
"12618","gv"
"12619","HIRADDUG"
"12620","cy"
"12621","ALAN"
"12622","en"
"12623","pt"
"12624","fr"
"12625","LLENG"
"12626","cy"
"12627","BLAISE"
"12628","fr"
"12629","pl"
"12630","ga"
"12631","ALLTYCNAP"
"12632","da"
"12633","CEFNDY"
"12634","cy"
"12635","BRACKEN"
"12636","en"
"12637","PENLLAN"
"12638","cy"
"12639","BRAMSHILL"
"12640","pl"
"12641","RHYDAMAN"
"12642","cy"
"12643","AMOS"
"12644","en"
"12645","es"
"12646","pt"
"12647","GLENYS"
"12648","cy"
"12649","BURWELL"
"12650","af"
"12651","GOFER"
"12652","en"
"12653","pt"
"12654","cy"
"12655","CAEBACH"
"12656","en"
"12657","ARCED"
"12658","en"
"12659","HEILYN"
"12660","cy"
"12661","CAMPION"
"12662","en"
"12663","cy"
"12664","LLWYNONN"
"12665","cy"
"12666","RONALDSWAY"
"12667","CANTON"
"12668","en"
"12669","fr"
"12670","it"
"12671","SIAN"
"12672","en"
"12673","it"
"12674","pl"
"12675","CHARNWOOD"
"12676","nl"
"12677","BYLL"
"12678","no"
"12679","cy"
"12680","CHORLEY"
"12681","gd"
"12682","BACKE"
"12683","de"
"12684","sl"
"12685","sv"
"12686","SANDIWAY"
"12687","CRAWFORD"
"12688","en"
"12689","nl"
"12690","pl"
"12691","CRESSFIELD"
"12692","en"
"12693","DUNBAR"
"12694","en"
"12695","ga"
"12696","da"
"12697","BRAE"
"12698","en"
"12699","cy"
"12700","FIRTREE"
"12701","en"
"12702","FFAWYDD"
"12703","cy"
"12704","MALL"
"12705","en"
"12706","nl"
"12707","pl"
"12708","FOXBERRY"
"12709","en"
"12710","ROE"
"12711","en"
"12712","es"
"12713","nl"
"12714","GATESIDE"
"12715","en"
"12716","BETWS"
"12717","cy"
"12718","FENLLI"
"12719","cy"
"12720","BIDDULPH"
"12721","cy"
"12722","SALUSBURY"
"12723","af"
"12724","GREENACRE"
"12725","en"
"12726","TREWEN"
"12727","cy"
"12728","MILLS"
"12729","en"
"12730","nl"
"12731","pl"
"12732","HAMPSTEAD"
"12733","en"
"12734","COCHION"
"12735","gv"
"12736","HAREFIELD"
"12737","en"
"12738","LLANDYNAN"
"12739","qu"
"12740","HASTINGS"
"12741","en"
"12742","de"
"12743","pl"
"12744","NEWYDDION"
"12745","cy"
"12746","PLUDDS"
"12747","da"
"12748","DOMWY"
"12749","sco"
"12750","BOND"
"12751","en"
"12752","fr"
"12753","sk"
"12754","GRAIANRHYD"
"12755","cy"
